brand,model_name,variant,price_inr,price_on_road_chennai,mileage_value,mileage_unit,tank_capacity_l,service_cost_per_year_avg,engine_cc_num,power_bhp,torque_nm,top_speed,ground_clearance_mm,boot_space_l,sunroof_yes,cruise_control_yes,adas_level_num,airbags_num,body_type,fuel_type,mileage,tank_capacity,service_cost_per_year,engine_cc,power,torque,transmission_type,drive_type,ground_clearance,seating_capacity,sunroof_moonroof,cruise_control,airbags,adas_levels,boot_space
Hyundai,Venue,E 1.2 Petrol MT,880000,₹8.8 Lakh,17.5,kmpl,42.0,3850.0,1197.0,82.0,114.7,180 kmph,190.0,,0.0,0.0,0,2,Compact SUV,Petrol,17.5 kmpl,42 litres,"₹3,500 - ₹4,200",1197 cc,82 bhp @ 6000 rpm,114.7 Nm @ 4200 rpm,5-Speed Manual,FWD,190 mm,5,No,No,2 (Dual Front),Not Available,
Hyundai,Venue,S 1.2 Petrol MT,962000,₹9.62 Lakh,17.5,kmpl,42.0,3850.0,1197.0,82.0,114.7,180 kmph,190.0,,0.0,1.0,0,4,Compact SUV,Petrol,17.5 kmpl,42 litres,"₹3,500 - ₹4,200",1197 cc,82 bhp @ 6000 rpm,114.7 Nm @ 4200 rpm,5-Speed Manual,FWD,190 mm,5,No,Yes,"4 (Dual Front, Side Front)",Not Available,
Hyundai,Venue,S 1.0 Turbo Petrol MT,1145000,₹11.45 Lakh,18.31,kmpl,42.0,4400.0,998.0,118.0,172.0,185 kmph,190.0,,0.0,1.0,0,6,Compact SUV,Petrol (Turbocharged),18.31 kmpl,42 litres,"₹4,000 - ₹4,800",998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500-4000 rpm,5-Speed Manual,FWD,190 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Hyundai,Venue,SX(O) 1.0 Turbo Petrol DCT,1560000,₹15.6 Lakh,17.85,kmpl,42.0,4400.0,998.0,118.0,172.0,185 kmph,190.0,,1.0,1.0,1,6,Compact SUV,Petrol (Turbocharged),17.85 kmpl,42 litres,"₹4,000 - ₹4,800",998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500-4000 rpm,6-Speed Dual Clutch Automatic,FWD,190 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Level 1 ADAS,
Hyundai,Venue,SX 1.5 Diesel MT,1058000,₹10.58 Lakh,23.4,kmpl,42.0,4200.0,1493.0,114.0,250.0,180 kmph,190.0,,0.0,1.0,0,6,Compact SUV,Diesel,23.4 kmpl,42 litres,"₹3,800 - ₹4,600",1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Manual,FWD,190 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Hyundai,Venue,SX(O) 1.5 Diesel AT,1312000,₹13.12 Lakh,20.8,kmpl,42.0,4200.0,1493.0,114.0,250.0,180 kmph,190.0,,1.0,1.0,1,6,Compact SUV,Diesel,20.8 kmpl,42 litres,"₹3,800 - ₹4,600",1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Torque Converter Automatic,FWD,190 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Level 1 ADAS,
Hyundai,Venue,N Line 1.2 Petrol MT,1215000,₹12.15 Lakh,17.5,kmpl,42.0,3850.0,1197.0,82.0,114.7,180 kmph,190.0,,1.0,1.0,0,6,Compact SUV,Petrol,17.5 kmpl,42 litres,"₹3,500 - ₹4,200",1197 cc,82 bhp @ 6000 rpm,114.7 Nm @ 4200 rpm,5-Speed Manual,FWD,190 mm,5,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Hyundai,Venue,N Line 1.0 Turbo Petrol MT,1385000,₹13.85 Lakh,18.31,kmpl,42.0,4400.0,998.0,118.0,172.0,185 kmph,190.0,,1.0,1.0,1,6,Compact SUV,Petrol (Turbocharged),18.31 kmpl,42 litres,"₹4,000 - ₹4,800",998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500-4000 rpm,5-Speed Manual,FWD,190 mm,5,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Level 1 ADAS,
Hyundai,Creta,E 1.5 Petrol MT,1340000,₹13.4 Lakh,17.4,kmpl,50.0,4500.0,1497.0,113.0,144.0,185 kmph,190.0,,0.0,1.0,0,2,Compact SUV,Petrol,17.4 kmpl,50 litres,"₹4,000 - ₹5,000",1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,6-Speed Manual,FWD,190 mm,5,No,Yes,2 (Dual Front),Not Available,
Hyundai,Creta,EX 1.5 Petrol MT,1650000,₹16.5 Lakh,17.4,kmpl,50.0,4500.0,1497.0,113.0,144.0,185 kmph,190.0,,1.0,1.0,0,6,Compact SUV,Petrol,17.4 kmpl,50 litres,"₹4,000 - ₹5,000",1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,6-Speed Manual,FWD,190 mm,5,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Hyundai,Creta,EX 1.5 Petrol CVT,1875000,₹18.75 Lakh,18.2,kmpl,50.0,4500.0,1497.0,113.0,144.0,185 kmph,190.0,,1.0,1.0,0,6,Compact SUV,Petrol,18.2 kmpl,50 litres,"₹4,000 - ₹5,000",1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,Continuously Variable Transmission (CVT),FWD,190 mm,5,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Hyundai,Creta,SX 1.4 Turbo Petrol DCT,2150000,₹21.5 Lakh,19.2,kmpl,50.0,5000.0,1482.0,140.0,242.0,190 kmph,190.0,,1.0,1.0,2,8,Compact SUV,Petrol (Turbocharged),19.2 kmpl,50 litres,"₹4,500 - ₹5,500",1482 cc,140 bhp @ 5500 rpm,242 Nm @ 2000-4500 rpm,7-Speed Dual Clutch Automatic,FWD,190 mm,5,Yes (Panoramic),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS,
Hyundai,Creta,E 1.5 Diesel MT,1478000,₹14.78 Lakh,19.1,kmpl,50.0,4700.0,1493.0,114.0,250.0,185 kmph,190.0,,0.0,1.0,0,6,Compact SUV,Diesel,19.1 kmpl,50 litres,"₹4,200 - ₹5,200",1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Manual,FWD,190 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Hyundai,Creta,SX 1.5 Diesel CVT,2085000,₹20.85 Lakh,19.8,kmpl,50.0,4700.0,1493.0,114.0,250.0,185 kmph,190.0,,1.0,1.0,2,8,Compact SUV,Diesel,19.8 kmpl,50 litres,"₹4,200 - ₹5,200",1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,Continuously Variable Transmission (CVT),FWD,190 mm,5,Yes (Panoramic),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS,
Hyundai,Creta,SX(O) 1.5 Diesel MT,2245000,₹22.45 Lakh,19.1,kmpl,50.0,4700.0,1493.0,114.0,250.0,185 kmph,190.0,,1.0,1.0,2,8,Compact SUV,Diesel,19.1 kmpl,50 litres,"₹4,200 - ₹5,200",1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Manual,FWD,190 mm,5,Yes (Panoramic),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS,
Hyundai,Creta,SX(O) 1.5 Diesel AT,2546000,₹25.46 Lakh,18.5,kmpl,50.0,4700.0,1493.0,114.0,250.0,185 kmph,190.0,,1.0,1.0,2,8,Compact SUV,Diesel,18.5 kmpl,50 litres,"₹4,200 - ₹5,200",1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Torque Converter Automatic,FWD,190 mm,5,Yes (Panoramic),Yes,"8 (Dual Front, Side Front, Side Rear, Curtain)",Level 2 ADAS (Advanced),
Hyundai,Creta,N Line 1.4 Turbo Petrol MT,1968000,₹19.68 Lakh,18.8,kmpl,50.0,5000.0,1482.0,140.0,242.0,190 kmph,190.0,,1.0,1.0,1,6,Compact SUV,Petrol (Turbocharged),18.8 kmpl,50 litres,"₹4,500 - ₹5,500",1482 cc,140 bhp @ 5500 rpm,242 Nm @ 2000-4500 rpm,6-Speed Manual,FWD,190 mm,5,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Level 1 ADAS,
Hyundai,Creta,N Line 1.5 Diesel MT,1892000,₹18.92 Lakh,19.1,kmpl,50.0,4700.0,1493.0,114.0,250.0,185 kmph,190.0,,1.0,1.0,1,6,Compact SUV,Diesel,19.1 kmpl,50 litres,"₹4,200 - ₹5,200",1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Manual,FWD,190 mm,5,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Level 1 ADAS,
Hyundai,i20,Magna Executive 1.2 Petrol MT,840000,₹8.4 Lakh,16.0,kmpl,37.0,3550.0,1197.0,82.0,114.7,170 kmph,170.0,,0.0,0.0,0,2,Hatchback,Petrol,16 kmpl,37 litres,"₹3,200 - ₹3,900",1197 cc,82 bhp @ 6000 rpm,114.7 Nm @ 4200 rpm,5-Speed Manual,FWD,170 mm,5,No,No,2 (Dual Front),Not Available,
Hyundai,i20,Sportz 1.2 Petrol MT,940000,₹9.4 Lakh,16.0,kmpl,37.0,3550.0,1197.0,82.0,114.7,170 kmph,170.0,,0.0,1.0,0,4,Hatchback,Petrol,16 kmpl,37 litres,"₹3,200 - ₹3,900",1197 cc,82 bhp @ 6000 rpm,114.7 Nm @ 4200 rpm,5-Speed Manual,FWD,170 mm,5,No,Yes,"4 (Dual Front, Side Front)",Not Available,
Hyundai,i20,Sportz 1.2 Petrol iVT,1085000,₹10.85 Lakh,20.0,kmpl,37.0,3550.0,1197.0,82.0,114.7,170 kmph,170.0,,1.0,1.0,0,6,Hatchback,Petrol,20 kmpl,37 litres,"₹3,200 - ₹3,900",1197 cc,82 bhp @ 6000 rpm,114.7 Nm @ 4200 rpm,6-Speed iVT Automatic,FWD,170 mm,5,Yes (Sunroof),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Hyundai,i20,Asta 1.0 Turbo Petrol MT,1152000,₹11.52 Lakh,14.6,kmpl,37.0,4000.0,998.0,120.0,172.0,185 kmph,170.0,,1.0,1.0,0,6,Hatchback,Petrol (Turbocharged),14.6 kmpl,37 litres,"₹3,600 - ₹4,400",998 cc,120 bhp @ 6000 rpm,172 Nm @ 1500-4000 rpm,5-Speed Manual,FWD,170 mm,5,Yes (Sunroof),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Hyundai,i20,Asta Opt 1.2 Petrol iVT DT,1278000,₹12.78 Lakh,20.0,kmpl,37.0,3550.0,1197.0,82.0,114.7,170 kmph,170.0,,1.0,1.0,0,6,Hatchback,Petrol,20 kmpl,37 litres,"₹3,200 - ₹3,900",1197 cc,82 bhp @ 6000 rpm,114.7 Nm @ 4200 rpm,6-Speed iVT Automatic,FWD,170 mm,5,Yes (Sunroof),Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,
Hyundai,i20,Asta Opt 1.0 Turbo Petrol DCT DT,1330000,₹13.3 Lakh,16.8,kmpl,37.0,4000.0,998.0,120.0,172.0,185 kmph,170.0,,1.0,1.0,1,6,Hatchback,Petrol (Turbocharged),16.8 kmpl,37 litres,"₹3,600 - ₹4,400",998 cc,120 bhp @ 6000 rpm,172 Nm @ 1500-4000 rpm,6-Speed Dual Clutch Automatic,FWD,170 mm,5,Yes (Sunroof),Yes,"6 (Dual Front, Side Front, Curtain)",Level 1 ADAS,
Hyundai,i20,N Line 1.0 Turbo Petrol MT,1250000,₹12.5 Lakh,14.6,kmpl,37.0,4000.0,998.0,120.0,172.0,185 kmph,170.0,,1.0,1.0,1,6,Hatchback,Petrol (Turbocharged),14.6 kmpl,37 litres,"₹3,600 - ₹4,400",998 cc,120 bhp @ 6000 rpm,172 Nm @ 1500-4000 rpm,5-Speed Manual,FWD,170 mm,5,Yes (Sunroof),Yes,"6 (Dual Front, Side Front, Curtain)",Level 1 ADAS,
Hyundai,Aura,E 1.2 Petrol MT,719000,₹7.19 Lakh,17.0,kmpl,42.0,,1197.0,83.0,113.8,170 kmph,165.0,506.0,0.0,0.0,0,2,Compact Sedan,Petrol,17 kmpl,42 litres,,1197 cc,83 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,No,2 (Dual Front),Not Available,506 litres
Hyundai,Aura,S 1.2 Petrol MT,782000,₹7.82 Lakh,17.0,kmpl,42.0,,1197.0,83.0,113.8,170 kmph,165.0,506.0,0.0,1.0,0,4,Compact Sedan,Petrol,17 kmpl,42 litres,,1197 cc,83 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,Yes,"4 (Dual Front, Side Front)",Not Available,506 litres
Hyundai,Aura,SX 1.2 Petrol MT,874000,₹8.74 Lakh,17.0,kmpl,42.0,,1197.0,83.0,113.8,170 kmph,165.0,506.0,0.0,1.0,0,6,Compact Sedan,Petrol,17 kmpl,42 litres,,1197 cc,83 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,506 litres
Hyundai,Aura,SX Plus 1.2 Petrol AMT,979000,₹9.79 Lakh,16.0,kmpl,42.0,,1197.0,83.0,113.8,170 kmph,165.0,506.0,0.0,1.0,0,6,Compact Sedan,Petrol,16 kmpl,42 litres,,1197 cc,83 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed AMT Automatic,FWD,165 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,506 litres
Hyundai,Aura,E 1.2 CNG MT,798000,₹7.98 Lakh,22.0,km/kg,42.0,,1197.0,68.0,95.0,165 kmph,165.0,506.0,0.0,0.0,0,2,Compact Sedan,CNG,22 km/kg,42 litres (Petrol) + 65L CNG equivalent,,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,No,2 (Dual Front),Not Available,506 litres
Hyundai,Aura,S 1.2 CNG MT,849000,₹8.49 Lakh,22.0,km/kg,42.0,,1197.0,68.0,95.0,165 kmph,165.0,506.0,0.0,1.0,0,4,Compact Sedan,CNG,22 km/kg,42 litres (Petrol) + 65L CNG equivalent,,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,Yes,"4 (Dual Front, Side Front)",Not Available,506 litres
Hyundai,Aura,SX 1.2 CNG MT,1006000,₹10.06 Lakh,22.0,km/kg,42.0,,1197.0,68.0,95.0,165 kmph,165.0,506.0,0.0,1.0,0,6,Compact Sedan,CNG,22 km/kg,42 litres (Petrol) + 65L CNG equivalent,,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,506 litres
Hyundai,Exter,E 1.2 Petrol MT,625000,₹6.25 Lakh,19.0,kmpl,37.0,,1197.0,83.0,113.8,175 kmph,185.0,311.0,0.0,0.0,0,6,Micro SUV,Petrol,19 kmpl,37 litres,,1197 cc,83 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed Manual,FWD,185 mm,5,No,No,"6 (Dual Front, Side Front, Curtain)",Not Available,311 litres
Hyundai,Exter,S 1.2 Petrol MT,710000,₹7.10 Lakh,19.0,kmpl,37.0,,1197.0,83.0,113.8,175 kmph,185.0,311.0,0.0,1.0,0,6,Micro SUV,Petrol,19 kmpl,37 litres,,1197 cc,83 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed Manual,FWD,185 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,311 litres
Hyundai,Exter,SX 1.2 Petrol AMT,843000,₹8.43 Lakh,19.0,kmpl,37.0,,1197.0,83.0,113.8,175 kmph,185.0,311.0,1.0,1.0,0,6,Micro SUV,Petrol,19 kmpl,37 litres,,1197 cc,83 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed AMT Automatic,FWD,185 mm,5,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,311 litres
Hyundai,Exter,SX (O) Connect 1.2 Petrol AMT,945000,₹9.45 Lakh,19.0,kmpl,37.0,,1197.0,83.0,113.8,175 kmph,185.0,311.0,1.0,1.0,0,6,Micro SUV,Petrol,19 kmpl,37 litres,,1197 cc,83 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed AMT Automatic,FWD,185 mm,5,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,311 litres
Hyundai,Exter,S Smart Dual CNG MT,825000,₹8.25 Lakh,27.1,km/kg,37.0,,1197.0,69.0,95.0,170 kmph,185.0,311.0,0.0,1.0,0,6,Micro SUV,CNG,27.1 km/kg,37 litres (Petrol) + 50L CNG equivalent,,1197 cc,69 bhp @ 6000 rpm,95 Nm @ 4000 rpm,5-Speed Manual,FWD,185 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,311 litres
Hyundai,Exter,SX 1.2 CNG MT,962000,₹9.62 Lakh,27.1,km/kg,37.0,,1197.0,69.0,95.0,170 kmph,185.0,311.0,1.0,1.0,0,6,Micro SUV,CNG,27.1 km/kg,37 litres (Petrol) + 50L CNG equivalent,,1197 cc,69 bhp @ 6000 rpm,95 Nm @ 4000 rpm,5-Speed Manual,FWD,185 mm,5,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,311 litres
Hyundai,Exter,SX (O) Connect 1.2 CNG MT,1100000,₹11.0 Lakh,27.1,km/kg,37.0,,1197.0,69.0,95.0,170 kmph,185.0,311.0,1.0,1.0,0,6,Micro SUV,CNG,27.1 km/kg,37 litres (Petrol) + 50L CNG equivalent,,1197 cc,69 bhp @ 6000 rpm,95 Nm @ 4000 rpm,5-Speed Manual,FWD,185 mm,5,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,311 litres
Hyundai,Alcazar,Executive 1.4 Turbo Petrol MT 7S,1447000,₹14.47 Lakh,17.5,kmpl,50.0,,1482.0,158.0,253.0,190 kmph,200.0,180.0,0.0,1.0,0,6,Premium 3-Row SUV,Petrol (Turbocharged),17.5 kmpl,50 litres,,1482 cc,158 bhp @ 5500 rpm,253 Nm @ 1500-3500 rpm,6-Speed Manual,FWD,200 mm,7,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,180 litres
Hyundai,Alcazar,Executive 1.5 Diesel MT 7S,1544000,₹15.44 Lakh,20.4,kmpl,50.0,,1493.0,114.0,250.0,185 kmph,200.0,180.0,0.0,1.0,0,6,Premium 3-Row SUV,Diesel,20.4 kmpl,50 litres,,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Manual,FWD,200 mm,7,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,180 litres
Hyundai,Alcazar,Prestige 1.4 Turbo Petrol MT 7S,1662000,₹16.62 Lakh,17.5,kmpl,50.0,,1482.0,158.0,253.0,190 kmph,200.0,180.0,1.0,1.0,0,6,Premium 3-Row SUV,Petrol (Turbocharged),17.5 kmpl,50 litres,,1482 cc,158 bhp @ 5500 rpm,253 Nm @ 1500-3500 rpm,6-Speed Manual,FWD,200 mm,7,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,180 litres
Hyundai,Alcazar,Prestige 1.5 Diesel MT 7S,1677000,₹16.77 Lakh,20.4,kmpl,50.0,,1493.0,114.0,250.0,185 kmph,200.0,180.0,1.0,1.0,0,6,Premium 3-Row SUV,Diesel,20.4 kmpl,50 litres,,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Manual,FWD,200 mm,7,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,180 litres
Hyundai,Alcazar,Prestige 1.4 Turbo Petrol DCT 7S,1799000,₹17.99 Lakh,18.1,kmpl,50.0,,1482.0,158.0,253.0,190 kmph,200.0,180.0,1.0,1.0,2,6,Premium 3-Row SUV,Petrol (Turbocharged),18.1 kmpl,50 litres,,1482 cc,158 bhp @ 5500 rpm,253 Nm @ 1500-3500 rpm,7-Speed Dual Clutch Automatic,FWD,200 mm,7,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS,180 litres
Hyundai,Alcazar,Corporate 1.5 Diesel AT 7S,1862000,₹18.62 Lakh,18.1,kmpl,50.0,,1493.0,114.0,250.0,185 kmph,200.0,180.0,1.0,1.0,2,6,Premium 3-Row SUV,Diesel,18.1 kmpl,50 litres,,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Torque Converter Automatic,FWD,200 mm,7,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS,180 litres
Hyundai,Alcazar,Platinum 1.4 Turbo Petrol DCT 6S,2022000,₹20.22 Lakh,18.0,kmpl,50.0,,1482.0,158.0,253.0,190 kmph,200.0,180.0,1.0,1.0,2,6,Premium 3-Row SUV,Petrol (Turbocharged),18 kmpl,50 litres,,1482 cc,158 bhp @ 5500 rpm,253 Nm @ 1500-3500 rpm,7-Speed Dual Clutch Automatic,FWD,200 mm,6,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS,180 litres
Hyundai,Alcazar,Platinum 1.5 Diesel AT 6S,2031000,₹20.31 Lakh,18.1,kmpl,50.0,,1493.0,114.0,250.0,185 kmph,200.0,180.0,1.0,1.0,2,6,Premium 3-Row SUV,Diesel,18.1 kmpl,50 litres,,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Torque Converter Automatic,FWD,200 mm,6,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS,180 litres
Hyundai,Alcazar,Signature 1.4 Turbo Petrol DCT 6S,2077000,₹20.77 Lakh,18.0,kmpl,50.0,,1482.0,158.0,253.0,190 kmph,200.0,180.0,1.0,1.0,2,6,Premium 3-Row SUV,Petrol (Turbocharged),18 kmpl,50 litres,,1482 cc,158 bhp @ 5500 rpm,253 Nm @ 1500-3500 rpm,7-Speed Dual Clutch Automatic,FWD,200 mm,6,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS,180 litres
Hyundai,Alcazar,Signature 1.5 Diesel AT 6S (Top Model),2110000,₹21.10 Lakh,18.1,kmpl,50.0,,1493.0,114.0,250.0,185 kmph,200.0,180.0,1.0,1.0,2,6,Premium 3-Row SUV,Diesel,18.1 kmpl,50 litres,,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500-2750 rpm,6-Speed Torque Converter Automatic,FWD,200 mm,6,Yes,Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS (Advanced),180 litres
Hyundai,Tucson,Platinum 2.0 Petrol AT FWD,3720000,₹37.2 Lakh,14.8,kmpl,60.0,,1999.0,159.0,191.0,190 kmph,200.0,513.0,1.0,1.0,2,6,Premium Compact SUV,Petrol,14.8 kmpl,60 litres,,1999 cc,159 bhp @ 6500 rpm,191 Nm @ 4500 rpm,8-Speed Automatic,FWD,200 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS,513 litres
Hyundai,Tucson,Signature 2.0 Petrol AT FWD,4030000,₹40.3 Lakh,14.8,kmpl,60.0,,1999.0,159.0,191.0,190 kmph,200.0,513.0,1.0,1.0,2,6,Premium Compact SUV,Petrol,14.8 kmpl,60 litres,,1999 cc,159 bhp @ 6500 rpm,191 Nm @ 4500 rpm,8-Speed Automatic,FWD,200 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS (Advanced),513 litres
Hyundai,Tucson,Platinum 2.0 Diesel AT FWD,4020000,₹40.2 Lakh,16.1,kmpl,60.0,,1997.0,184.0,400.0,195 kmph,200.0,513.0,1.0,1.0,2,6,Premium Compact SUV,Diesel,16.1 kmpl,60 litres,,1997 cc,184 bhp @ 4000 rpm,400 Nm @ 1500-2500 rpm,8-Speed Automatic,FWD,200 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS,513 litres
Hyundai,Tucson,Signature 2.0 Diesel AT FWD,4250000,₹42.5 Lakh,16.1,kmpl,60.0,,1997.0,184.0,400.0,195 kmph,200.0,513.0,1.0,1.0,2,6,Premium Compact SUV,Diesel,16.1 kmpl,60 litres,,1997 cc,184 bhp @ 4000 rpm,400 Nm @ 1500-2500 rpm,8-Speed Automatic,FWD,200 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS (Advanced),513 litres
Hyundai,Tucson,Platinum 2.0 Diesel AT AWD,4520000,₹45.2 Lakh,15.2,kmpl,60.0,,1997.0,184.0,400.0,195 kmph,200.0,513.0,1.0,1.0,2,6,Premium Compact SUV,Diesel,15.2 kmpl,60 litres,,1997 cc,184 bhp @ 4000 rpm,400 Nm @ 1500-2500 rpm,8-Speed Automatic,AWD,200 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS,513 litres
Hyundai,Tucson,Signature 2.0 Diesel AT AWD (Top Model),4570000,₹45.7 Lakh,15.2,kmpl,60.0,,1997.0,184.0,400.0,195 kmph,200.0,513.0,1.0,1.0,2,6,Premium Compact SUV,Diesel,15.2 kmpl,60 litres,,1997 cc,184 bhp @ 4000 rpm,400 Nm @ 1500-2500 rpm,8-Speed Automatic,AWD,200 mm,5,Yes (Panoramic),Yes,"6 (Dual Front, Side Front, Curtain)",Level 2 ADAS (Advanced),513 litres
Hyundai,Grand i10 Nios,Era 1.2 Petrol MT,651000,₹6.51 Lakh,18.0,kmpl,37.0,,1197.0,82.0,113.8,160 kmph,165.0,260.0,0.0,0.0,0,2,Hatchback,Petrol,18 kmpl,37 litres,,1197 cc,82 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,No,2 (Dual Front),Not Available,260 litres
Hyundai,Grand i10 Nios,Magna 1.2 Petrol MT,743000,₹7.43 Lakh,18.0,kmpl,37.0,,1197.0,82.0,113.8,160 kmph,165.0,260.0,0.0,1.0,0,4,Hatchback,Petrol,18 kmpl,37 litres,,1197 cc,82 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,Yes,"4 (Dual Front, Side Front)",Not Available,260 litres
Hyundai,Grand i10 Nios,Sportz 1.2 Petrol MT,805000,₹8.05 Lakh,18.0,kmpl,37.0,,1197.0,82.0,113.8,160 kmph,165.0,260.0,0.0,1.0,0,6,Hatchback,Petrol,18 kmpl,37 litres,,1197 cc,82 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed Manual,FWD,165 mm,5,No,Yes,"6 (Dual Front, Side Front, Curtain)",Not Available,260 litres
Hyundai,Grand i10 Nios,Magna 1.2 Petrol AMT,812000,₹8.12 Lakh,16.0,kmpl,37.0,,1197.0,82.0,113.8,160 kmph,165.0,260.0,0.0,1.0,0,4,Hatchback,Petrol,16 kmpl,37 litres,,1197 cc,82 bhp @ 6000 rpm,113.8 Nm @ 4000 rpm,5-Speed AMT Automatic,FWD,165 mm,5,No,Yes,"4 (Dual Front, Side Front)",Not Available,260 litres
